"date","log_return"
2011-09-30,-0.0744671007197866
2011-10-31,0.102306591769389
2011-11-30,-0.00507155372251233
2011-12-31,0.00849656540711496
2012-01-31,0.0426600444678069
2012-02-29,0.0397873446720451
2012-03-31,0.0308514756329954
2012-04-30,-0.00752569954498838
2012-05-31,-0.0646993081586249
2012-06-30,0.0387927198737001
2012-07-31,0.0125188849402829
2012-08-31,0.0195706097018711
2012-09-30,0.0239471187962543
2012-10-31,-0.0199878423580504
2012-11-30,0.00284267246045733
2012-12-31,0.00704336810071293
2013-01-31,0.0491977919987461
2013-02-28,0.0109999271263543
2013-03-31,0.0353552943297055
2013-04-30,0.0179241658366518
2013-05-31,0.0205502023835118
2013-06-30,-0.0151129287702805
2013-07-31,0.0482777280517883
2013-08-31,-0.0317982680379449
2013-09-30,0.0293155913664247
2013-10-31,0.0436299711128338
2013-11-30,0.0276632897732352
2013-12-31,0.0232894744820538
2014-01-31,-0.0362314077760191
2014-02-28,0.0422133750722749
2014-03-31,0.00690824842694404
2014-04-30,0.00618164336558547
2014-05-31,0.0208121960133578
2014-06-30,0.0188789967135605
2014-07-31,-0.0151946876379911
2014-08-31,0.0369636444079893
2014-09-30,-0.0156354361052902
2014-10-31,0.0229363988295646
2014-11-30,0.0242374735633062
2014-12-31,-0.00419738422112559
2015-01-31,-0.031532779266426
2015-02-28,0.0534388763256279
2015-03-31,-0.0175491974339632
2015-04-30,0.00848472254463495
2015-05-31,0.0104367296753374
2015-06-30,-0.0212355588717585
2015-07-31,0.0195496829900197
2015-08-31,-0.064624730993124
2015-09-30,-0.0267987309634634
2015-10-31,0.0797193795433992
2015-11-30,0.000504741706804701
2015-12-31,-0.0176856583902572
2016-01-31,-0.0520676173054966
2016-02-29,-0.00413690551499268
2016-03-31,0.0639049902868294
2016-04-30,0.00269576145115469
2016-05-31,0.0152083668105245
2016-06-30,0.000910506603153394
2016-07-31,0.0349904326910533
2016-08-31,-0.00121998678035151
2016-09-30,-0.0012352137017535
2016-10-31,-0.0196168370434728
2016-11-30,0.0336035450444339
2016-12-31,0.0180371112992788
2017-01-31,0.0177263146210631
2017-02-28,0.0365230007382769
2017-03-31,-0.000389272892131309
2017-04-30,0.00905013247819841
2017-05-31,0.0115097591109805
2017-06-30,0.00480222604050429
2017-07-31,0.0191640175471006
2017-08-31,0.00054628377969479
2017-09-30,0.019119039352355
2017-10-31,0.0219455600318419
2017-11-30,0.0276955410466346
2017-12-31,0.00978361457487154
2018-01-31,0.0546573983583283
2018-02-28,-0.0397261075980841
2018-03-31,-0.0272524973669395
2018-04-30,0.00271508581182456
2018-05-31,0.0213781911830662
2018-06-30,0.0048307493865698
2018-07-31,0.0353879507375243
2018-08-31,0.0298143145243825
2018-09-30,0.00428509328633364
2018-10-31,-0.0719293459542971
2018-11-30,0.0177017520561176
2018-12-31,-0.0962652198578988
2019-01-31,0.0757421519867565
2019-02-28,0.0292955533654018
2019-03-31,0.0177655108902286
2019-04-30,0.0385603974175712
2019-05-31,-0.0680408940828743
2019-06-30,0.0666583015630264
2019-07-31,0.0130427248337055
2019-08-31,-0.0182572817432627
2019-09-30,0.0170352505910722
2019-10-31,0.0202258421533168
2019-11-30,0.0334802660713791
2019-12-31,0.0281887562985421
2020-01-31,-0.00162941960244289
2020-02-29,-0.0878595369083879
2020-03-31,-0.133667724670374
2020-04-30,0.119420838760177
2020-05-31,0.0442865329490969
2020-06-30,0.0182213743567186
2020-07-31,0.0536368016345055
2020-08-31,0.0677190830043575
2020-09-30,-0.0400181199831771
2020-10-31,-0.0280556922855553
2020-11-30,0.1021464279066
2020-12-31,0.036449047840593
2021-01-31,-0.0111991376508893
2021-02-28,0.0257568766725367
2021-03-31,0.0415628072825474
2021-04-30,0.0510973304680551
2021-05-31,0.00547149271672431
2021-06-30,0.0219708725661221
2021-07-31,0.0224931759222518
2021-08-31,0.0285781431597929
2021-09-30,-0.0487377927828341
2021-10-31,0.0668581752839899
2021-11-30,-0.00836862565520491
2021-12-31,0.0426886481613966
2022-01-31,-0.0540182299992846
2022-02-28,-0.0318627610217117
2022-03-31,0.0351482862715233
2022-04-30,-0.0920678249074225
2022-05-31,5.3176290760959e-05
2022-06-30,-0.0876515818048187
2022-07-31,0.0872013846897168
2022-08-31,-0.043367030663406
2022-09-30,-0.0980491666209922
2022-10-31,0.0768345644688555
2022-11-30,0.0523579760976496
2022-12-31,-0.0607818253766688
2023-01-31,0.0599211818343495
2023-02-28,-0.0264594788597936
2023-03-31,0.0344512926982645
2023-04-30,0.0145361776495623
2023-05-31,0.00247927143327153
2023-06-30,0.0627188649146433
2023-07-31,0.0306639509077034
2023-08-31,-0.0178752038429941
2023-09-30,-0.0499461679232827
2023-10-31,-0.0222248410014032
2023-11-30,0.0854244482007527
2023-12-31,0.0432790354316079
2024-01-31,0.0157706938864273
2024-02-29,0.0504275283127704
2024-03-31,0.030547420111743
2024-04-30,-0.0425057776814786
2024-05-31,0.0469038053043604
2024-06-30,0.0340823432388824
2024-07-31,0.0112577104024094
2024-08-31,0.0225778971175146
2024-09-30,0.0199956322877544
2024-10-31,-0.00994604159854973
2024-11-30,0.0557197140294967
2024-12-31,-0.0253076921877451
2025-01-31,0.026657806419669
2025-02-28,-0.0143444846484826
2025-03-31,-0.0592667853801778
2025-04-30,-0.00765416184784762
2025-05-31,0.0597054476377537
2025-06-30,0.0484156554476201
2025-07-31,0.0214351787924638
2025-08-31,0.0188869575073873
2025-09-30,0.0347141190980818
2025-10-31,0.0224333520454962
2025-11-30,0.0012987743939572
2025-12-31,-0.000524271828975742
2026-01-31,0.0135704622442905
2026-02-28,-0.0087061333760694
2026-03-31,-0.0522755566161006
